Name,Distance,Mass,Discovery Date,Stellar Magnitude
Kepler-229 d,2695,14.2 Earths,2014,16.22
Kepler-22 b,635,9.1 Earths,2011,11.751
Kepler-230 b,2416,16.8 Earths,2014,15.264
Kepler-230 c,2416,4.82 Earths,2014,15.264
Kepler-231 b,1033,35.4 Earths,2014,15.813
Kepler-231 c,1033,24.1 Earths,2014,15.813
Kepler-232 b,4401,9.69 Earths,2014,15.565
Kepler-232 c,4401,14 Earths,2014,15.565
Kepler-233 b,2794,6.48 Earths,2014,15.477
Kepler-233 c,2794,7.8 Earths,2014,15.477
Kepler-234 b,5653,13.2 Earths,2014,15.747
Kepler-234 c,5653,12.1 Earths,2014,15.747
Kepler-235 b,1396,5.6 Earths,2014,16.567
Kepler-235 c,1396,2.18 Earths,2014,16.567
Kepler-235 d,1396,4.86 Earths,2014,16.567
Kepler-235 e,1396,5.56 Earths,2014,16.567
Kepler-236 b,942,3.09 Earths,2014,16.014
Kepler-236 c,942,4.66 Earths,2014,16.014
Kepler-237 b,2146,2.57 Earths,2014,15.689
Kepler-237 c,2146,4.98 Earths,2014,15.689
Kepler-238 b,5868,3.64 Earths,2014,15.297
Kepler-238 c,5868,6.3 Earths,2014,15.297
Kepler-238 d,5868,9.64 Earths,2014,15.297
Kepler-238 e,5868,0.534 Jupiters,2013,15.297
Kepler-238 f,5868,13.5 Earths,2013,15.297
Kepler-239 b,2114,6.04 Earths,2014,15.252
Kepler-239 c,2114,6.85 Earths,2014,15.252
Kepler-23 b,2726,0.8 Jupiters,2011,13.567
Kepler-23 c,2726,2.7 Jupiters,2011,13.567
Kepler-23 d,2726,17.6 Earths,2014,13.567
Kepler-240 b,2436,2.45 Earths,2014,15.953
Kepler-240 c,2436,0.322 Jupiters,2014,15.953
Kepler-241 b,1670,6.04 Earths,2014,15.708
Kepler-241 c,1670,7.13 Earths,2014,15.708
Kepler-242 b,1958,7.32 Earths,2014,15.489
Kepler-242 c,1958,4.66 Earths,2014,15.489
Kepler-243 b,2263,6.57 Earths,2014,15.159
Kepler-243 c,2263,4.62 Earths,2014,15.159
Kepler-244 b,3381,8.05 Earths,2014,15.747
Kepler-244 c,3381,4.86 Earths,2014,15.747
Kepler-244 d,3381,15.2 Earths,2014,15.747
Kepler-245 b,2810,7.13 Earths,2014,15.546
Kepler-245 c,2810,0.71 Jupiters,2014,15.546
Kepler-245 d,2810,21.6 Earths,2014,15.546
Kepler-245 e,2810,3.71 Earths,2016,15.546
Kepler-246 b,2042,6.08 Earths,2014,15.197
Kepler-246 c,2042,2.86 Earths,2014,15.197
Kepler-247 b,2165,3.33 Earths,2014,15.199
Kepler-247 c,2165,15.7 Earths,2014,15.199
Kepler-247 d,2165,14.7 Earths,2014,15.199
Kepler-248 b,2410,9.38 Earths,2014,15.506
Kepler-248 c,2410,15.6 Earths,2014,15.506
Kepler-249 b,621,1.32 Earths,2014,16.37
Kepler-249 c,621,2.89 Earths,2014,16.37
Kepler-249 d,621,3.09 Earths,2014,16.37
Kepler-24 b,3774,1.6 Jupiters,2011,15.04
Kepler-24 c,3774,1.6 Jupiters,2011,15.04
Kepler-24 d,3774,3.43 Earths,2014,15.04
Kepler-24 e,3774,8.15 Earths,2014,15.04
Kepler-250 b,2481,1.51 Earths,2014,15.819
Kepler-250 c,2481,5.82 Earths,2014,15.819
Kepler-250 d,2481,5.39 Earths,2014,15.819
Kepler-251 b,3016,2.33 Earths,2014,15.541
Kepler-251 c,3016,8.1 Earths,2014,15.541
Kepler-251 d,3016,8.1 Earths,2014,15.541
Kepler-251 e,3016,8.1 Earths,2014,15.541
Kepler-252 b,1238,2.04 Earths,2014,15.406
Kepler-252 c,1238,5.27 Earths,2014,15.406
Kepler-253 b,2735,3.29 Earths,2014,15.778
Kepler-253 c,2735,7.51 Earths,2014,15.778
Kepler-253 d,2735,10.2 Earths,2014,15.778
Kepler-254 b,4532,14.3 Earths,2014,16.012
Kepler-254 c,4532,3.2 Earths,2014,16.012
Kepler-254 d,4532,6.8 Earths,2014,16.012
Kepler-255 b,3433,3.02 Earths,2014,15.699
Kepler-255 c,3433,9.22 Earths,2014,15.699
Kepler-255 d,3433,2.3 Earths,2016,15.699
Kepler-256 b,3348,3.15 Earths,2014,15.178
Kepler-256 c,3348,5.27 Earths,2014,15.178
Kepler-256 d,3348,6.71 Earths,2014,15.178
Kepler-256 e,3348,6.12 Earths,2014,15.178
Kepler-257 b,2545,7.32 Earths,2014,15.652
Kepler-257 c,2545,25.2 Earths,2014,15.652
Kepler-257 d,2545,21.7 Earths,2014,15.652
Kepler-258 b,1879,15.5 Earths,2014,15.49
Kepler-258 c,1879,12.7 Earths,2014,15.49
Kepler-259 b,3269,8.25 Earths,2014,15.378
Kepler-259 c,3269,7.75 Earths,2014,15.378
Kepler-25 b,793,8.7 Earths,2011,10.769
Kepler-25 c,793,15.2 Earths,2011,10.769
Kepler-25 d,793,0.226 Jupiters,2014,10.769
Kepler-260 b,2046,4.7 Earths,2014,14.253
Kepler-260 c,2046,3.68 Earths,2014,14.253
Kepler-261 b,1036,5.39 Earths,2014,13.738
Kepler-261 c,1036,4.66 Earths,2014,13.738
Kepler-262 b,2000,2.42 Earths,2014,14.478
Kepler-262 c,2000,3.33 Earths,2014,14.478
Kepler-263 b,2462,7.61 Earths,2014,15.435
Kepler-263 c,2462,6.66 Earths,2014,15.435
Kepler-264 b,3073,11.1 Earths,2014,13.15
Kepler-264 c,3073,8.4 Earths,2014,13.15
Kepler-265 b,4176,4.12 Earths,2014,15.47
Kepler-265 c,4176,7.41 Earths,2014,15.47
Kepler-265 d,4176,6.76 Earths,2014,15.47
Kepler-265 e,4176,7.22 Earths,2014,15.47
Kepler-266 b,4472,6.71 Earths,2014,15.787
Kepler-266 c,4472,14.4 Earths,2014,15.787
Kepler-267 b,864,37.9 Earths,2014,16.69
Kepler-267 c,864,5.18 Earths,2014,16.69
Kepler-267 d,864,5.77 Earths,2014,16.69
Kepler-268 b,2779,7.04 Earths,2014,13.844
Kepler-268 c,2779,11.4 Earths,2014,13.844
Kepler-269 b,7363,6.66 Earths,2014,15.646
Kepler-269 c,7363,3.5 Earths,2014,15.646
Kepler-26 b,1094,5.12 Earths,2011,15.853
Kepler-26 c,1094,6.2 Earths,2011,15.853
Kepler-26 d,1094,1.24 Earths,2014,15.853
Kepler-26 e,1094,6.39 Earths,2014,15.853
Kepler-270 b,3095,4.7 Earths,2014,13.9
Kepler-270 c,3095,3.78 Earths,2014,13.9
Kepler-271 b,1320,2.04 Earths,2014,13.578
Kepler-271 c,1320,0.809 Earths,2014,13.578
Kepler-271 d,1320,0.219 Earths,2016,13.578
Kepler-272 b,2902,0.245 Jupiters,2014,14.811
Kepler-272 c,2902,0.308 Jupiters,2014,14.811
Kepler-272 d,2902,5.69 Earths,2014,14.811
Kepler-273 b,2329,2.86 Earths,2014,15.1
Kepler-273 c,2329,4.58 Earths,2014,15.1
Kepler-274 b,4350,2.99 Earths,2014,15.238
Kepler-274 c,4350,4.04 Earths,2014,15.238
Kepler-275 b,6636,6.08 Earths,2014,15.289
Kepler-275 c,6636,11.4 Earths,2014,15.289
Kepler-275 d,6636,11.1 Earths,2014,15.289
Kepler-276 b,3735,8.6 Earths,2014,15.481
Kepler-276 c,3735,16.6 Earths,2013,15.481
Kepler-276 d,3735,16.3 Earths,2013,15.481
Kepler-277 b,3186,0.275 Jupiters,2013,13.544
Kepler-277 c,3186,0.202 Jupiters,2013,13.544
Kepler-278 b,1445,15.6 Earths,2014,11.811
Kepler-278 c,1445,12.6 Earths,2014,11.811
Kepler-279 b,3384,12.8 Earths,2014,13.647
Kepler-279 c,3384,0.155 Jupiters,2013,13.647
Kepler-279 d,3384,37.5 Earths,2013,13.647
Kepler-27 b,3407,9.11 Jupiters,2011,15.822
Kepler-27 c,3407,13.8 Jupiters,2011,15.822
Kepler-27 d,3407,7.78 Earths,2021,15.822
Kepler-280 b,2546,2.7 Earths,2014,14.35
Kepler-280 c,2546,4.7 Earths,2014,14.35
Kepler-281 b,5694,8.35 Earths,2014,15.931
Kepler-281 c,5694,24.4 Earths,2014,15.931
Kepler-281 d,5694,29.5 Earths,2021,15.931
Kepler-282 b,4363,1.01 Earths,2014,15.444
Kepler-282 c,4363,1.87 Earths,2014,15.444
Kepler-282 d,4363,0.192 Jupiters,2013,15.444
Kepler-282 e,4363,0.177 Jupiters,2013,15.444
Kepler-283 b,1527,5.18 Earths,2014,16.216
Kepler-283 c,1527,3.97 Earths,2014,16.216
Kepler-284 b,3366,5.65 Earths,2014,15.944
Kepler-284 c,3366,7.32 Earths,2014,15.944
Kepler-285 b,2689,2.36 Earths,2014,15.198
Kepler-285 c,2689,1.46 Earths,2014,15.198
Kepler-286 b,4002,2.07 Earths,2014,15.863
Kepler-286 c,4002,2.45 Earths,2014,15.863
Kepler-286 d,4002,2.33 Earths,2014,15.863
Kepler-286 e,4002,3.78 Earths,2014,15.863
Kepler-287 b,2727,6.04 Earths,2014,14.952
Kepler-287 c,2727,10.7 Earths,2014,14.952
Kepler-288 b,3895,3.43 Earths,2014,15.283
Kepler-288 c,3895,8.5 Earths,2014,15.283
Kepler-288 d,3895,7.61 Earths,2014,15.283
Kepler-289 b,2298,7.3 Earths,2014,14.142
Kepler-289 c,2298,0.42 Jupiters,2014,14.142
Kepler-289 d,2298,4 Earths,2014,14.142
Kepler-28 b,1430,1.51 Jupiters,2011,15.13
Kepler-28 c,1430,1.36 Jupiters,2011,15.13
Kepler-290 b,2266,5.69 Earths,2014,15.775
Kepler-290 c,2266,7.75 Earths,2014,15.775
Kepler-290 d,2266,0.566 Earths,2023,15.775
Kepler-291 b,5827,5.31 Earths,2014,16.218
Kepler-291 c,5827,4.19 Earths,2014,16.218
Kepler-292 b,3446,2.3 Earths,2014,16.303
Kepler-292 c,3446,2.76 Earths,2014,16.303
Kepler-292 d,3446,5.6 Earths,2014,16.303
Kepler-292 e,3446,7.61 Earths,2014,16.303
Kepler-292 f,3446,6.12 Earths,2014,16.303
Kepler-293 b,3179,9.64 Earths,2014,15.452
Kepler-293 c,3179,14 Earths,2014,15.452
Kepler-294 b,4427,3.78 Earths,2014,15.948
Kepler-294 c,4427,7.8 Earths,2014,15.948
Kepler-295 b,5543,1.98 Earths,2014,14.631
Kepler-295 c,5543,1.71 Earths,2014,14.631
Kepler-295 d,5543,2.42 Earths,2014,14.631
Kepler-296 b,545,3.22 Earths,2014,16.363
Kepler-296 c,545,4.66 Earths,2014,16.363
Kepler-296 d,545,5.02 Earths,2014,16.363
Kepler-296 e,545,2.96 Earths,2014,16.363
Kepler-296 f,545,3.89 Earths,2014,16.363
Kepler-297 b,2258,0.153 Jupiters,2014,14.326
Kepler-297 c,2258,0.132 Jupiters,2014,14.326
Kepler-297 d,2258,282 Jupiters,2023,14.326
Kepler-298 b,1690,4.5 Earths,2014,15.617
Kepler-298 c,1690,4.38 Earths,2014,15.617
Kepler-298 d,1690,6.8 Earths,2014,15.617
Kepler-299 b,3432,2.3 Earths,2014,15.232
Kepler-299 c,3432,7.51 Earths,2014,15.232
Kepler-299 d,3432,4.12 Earths,2014,15.232
Kepler-299 e,3432,4.16 Earths,2014,15.232
Kepler-29 b,2716,5 Earths,2011,15.547
Kepler-29 c,2716,4.5 Earths,2011,15.547
Kepler-300 b,3583,3.43 Earths,2014,14.25
Kepler-300 c,3583,5.69 Earths,2014,14.25
Kepler-301 b,2346,2.39 Earths,2014,14.458
Kepler-301 c,2346,2.39 Earths,2014,14.458
Kepler-301 d,2346,3.71 Earths,2014,14.458
Kepler-302 b,4575,15.5 Earths,2014,15.694
Kepler-302 c,4575,Unknown,2014,15.694
Kepler-303 b,684,0.64 Earths,2014,14.917
Kepler-303 c,684,1.55 Earths,2014,14.917
Kepler-304 b,1418,8.55 Earths,2014,15.065
Kepler-304 c,1418,5.35 Earths,2014,15.065
Kepler-304 d,1418,8 Earths,2014,15.065
Kepler-304 e,1418,1.87 Earths,2016,15.065
Kepler-305 b,2833,10.5 Earths,2013,15.851
Kepler-305 c,2833,6 Earths,2013,15.851
Kepler-305 d,2833,9.1 Earths,2014,15.851
Kepler-305 e,2833,3.87 Earths,2020,15.851
Kepler-306 b,2530,2.92 Earths,2014,15.575
Kepler-306 c,2530,6.12 Earths,2014,15.575
Kepler-306 d,2530,6.66 Earths,2014,15.575
Kepler-306 e,2530,5.77 Earths,2014,15.575
Kepler-307 b,1878,7.44 Earths,2013,14.149
Kepler-307 c,1878,3.64 Earths,2013,14.149
Kepler-308 b,4358,5.14 Earths,2014,16.019
Kepler-308 c,4358,5.31 Earths,2014,16.019
Kepler-309 b,1776,3.05 Earths,2014,15.418
Kepler-309 c,1776,6.85 Earths,2014,15.418
Kepler-30 b,2982,11.3 Earths,2012,15.726
Kepler-30 c,2982,2.01 Jupiters,2012,15.726
Kepler-30 d,2982,23.1 Earths,2012,15.726
Kepler-310 b,1965,1.81 Earths,2014,14.376
Kepler-310 c,1965,11.4 Earths,2014,14.376
Kepler-310 d,1965,7 Earths,2014,14.376
Kepler-311 b,2540,3.53 Earths,2014,13.902
Kepler-311 c,2540,2.63 Earths,2014,13.902
Kepler-311 d,2540,4.86 Earths,2023,13.902
Kepler-312 b,2602,2.21 Earths,2014,13.01
Kepler-312 c,2602,10.1 Earths,2014,13.01
Kepler-313 b,3521,6.94 Earths,2014,14.304
Kepler-313 c,3521,7.13 Earths,2014,14.304
Kepler-314 b,877,0.498 Earths,2014,12.64
Kepler-314 c,877,8.75 Earths,2014,12.64
Kepler-315 b,3786,13.7 Earths,2014,15.546
Kepler-315 c,3786,16.1 Earths,2014,15.546
Kepler-316 b,1256,1.2 Earths,2014,15.81
Kepler-316 c,1256,1.65 Earths,2014,15.81
Kepler-317 b,3068,0.345 Jupiters,2014,15.665
Kepler-317 c,3068,3.61 Earths,2014,15.665
Kepler-318 b,1596,19.9 Earths,2014,13.442
Kepler-318 c,1596,13.1 Earths,2014,13.442
Kepler-319 b,1642,3.29 Earths,2014,13.926
Kepler-319 c,1642,7.41 Earths,2014,13.926
Kepler-319 d,1642,5.86 Earths,2014,13.926
Kepler-31 b,5430,25.9 Earths,2011,15.496
Kepler-31 c,5430,4.7 Jupiters,2011,15.496
Kepler-31 d,5430,6.8 Jupiters,2014,15.496
Kepler-320 b,2696,1.55 Earths,2014,13.494
Kepler-320 c,2696,2.45 Earths,2014,13.494
Kepler-321 b,1254,3.78 Earths,2014,12.918
Kepler-321 c,1254,5.99 Earths,2014,12.918
Kepler-322 b,1306,1.01 Earths,2014,13.687
Kepler-322 c,1306,3.43 Earths,2014,13.687
Kepler-323 b,1484,3.9 Earths,2014,12.78
Kepler-323 c,1484,6.8 Earths,2014,12.78
Kepler-324 b,1636,1.55 Earths,2014,14.222
Kepler-324 c,1636,10.1 Earths,2014,14.222
Kepler-324 e,1636,4.81 Earths,2021,14.222
Kepler-325 b,2685,8.8 Earths,2014,15.175
Kepler-325 c,2685,6.99 Earths,2014,15.175
Kepler-325 d,2685,8.2 Earths,2014,15.175
Kepler-326 b,1591,0.14 Jupiters,2014,13.734
Kepler-326 c,1591,17.4 Earths,2014,13.734
Kepler-326 d,1591,6.9 Earths,2014,13.734
Kepler-327 b,789,1.41 Earths,2014,15.611
Kepler-327 c,789,20.3 Earths,2014,15.611
Kepler-327 d,789,3.64 Earths,2014,15.611
Kepler-328 b,7219,28.5 Earths,2013,15.794
Kepler-328 c,7219,39.4 Earths,2013,15.794
Kepler-329 b,1434,2.54 Earths,2014,15.886
Kepler-329 c,1434,4.38 Earths,2014,15.886
Kepler-32 b,1056,4.1 Jupiters,2011,16.36
Kepler-32 c,1056,0.5 Jupiters,2011,16.36
Kepler-32 d,1056,7.75 Earths,2012,16.36
Kepler-32 e,1056,2.86 Earths,2012,16.36
Kepler-32 f,1056,0.477 Earths,2012,16.36
Kepler-330 b,2341,2.39 Earths,2014,15.569
Kepler-330 c,2341,4.46 Earths,2014,15.569
Kepler-331 b,1892,3.97 Earths,2014,16.199
Kepler-331 c,1892,4.04 Earths,2014,16.199
Kepler-331 d,1892,3.33 Earths,2014,16.199
Kepler-332 b,1123,1.71 Earths,2014,14.243
Kepler-332 c,1123,1.32 Earths,2014,14.243
Kepler-332 d,1123,1.76 Earths,2014,14.243
Kepler-333 b,1058,28.2 Earths,2014,15.052
Kepler-333 c,1058,1.41 Earths,2014,15.052
Kepler-334 b,1392,1.46 Earths,2014,12.834
Kepler-334 c,1392,2.63 Earths,2014,12.834
Kepler-334 d,1392,2.57 Earths,2014,12.834
Kepler-335 b,4172,11.4 Earths,2014,14.111
Kepler-335 c,4172,9.64 Earths,2014,14.111
Kepler-336 b,2508,1.04 Earths,2014,13.677
Kepler-336 c,2508,5.06 Earths,2014,13.677
Kepler-336 d,2508,6.21 Earths,2014,13.677
Kepler-337 b,2212,2.99 Earths,2014,12.799
Kepler-337 c,2212,4.86 Earths,2014,12.799
Kepler-338 b,1803,30.6 Earths,2014,12.19
Kepler-338 c,1803,6.08 Earths,2014,12.19
Kepler-338 d,1803,9.27 Earths,2014,12.19
Kepler-338 e,1803,8.5 Earths,2014,12.19
Kepler-339 b,2011,2.6 Earths,2014,14.706
Kepler-339 c,2011,7.3 Earths,2014,14.706
Kepler-339 d,2011,14.7 Earths,2014,14.706
Kepler-33 b,3944,3.68 Earths,2011,14.099
Kepler-33 c,3944,0.39 Earths,2011,14.099
Kepler-33 d,3944,3.91 Earths,2011,14.099
Kepler-33 e,3944,5.57 Earths,2011,14.099
Kepler-33 f,3944,9.6 Earths,2011,14.099
Kepler-340 b,2638,6.94 Earths,2014,12.329
Kepler-340 c,2638,11.3 Earths,2014,12.329
Kepler-341 b,3415,1.76 Earths,2014,14.739
Kepler-341 c,3415,3.53 Earths,2014,14.739
Kepler-341 d,3415,4.08 Earths,2014,14.739
Kepler-341 e,3415,4.62 Earths,2014,14.739
Kepler-342 b,2550,5.69 Earths,2014,13.2
Kepler-342 c,2550,4.5 Earths,2014,13.2
Kepler-342 d,2550,6.76 Earths,2014,13.2
Kepler-342 e,2550,0.615 Earths,2016,13.2
Kepler-343 b,3025,6.39 Earths,2014,14.063
Kepler-343 c,3025,4.74 Earths,2014,14.063
Kepler-344 b,3272,7.32 Earths,2014,15.539
Kepler-344 c,3272,9.01 Earths,2014,15.539
Kepler-345 b,848,0.5 Earths,2014,14.344
Kepler-345 c,848,2.2 Earths,2014,14.344
Kepler-346 b,3210,7.56 Earths,2014,15.261
Kepler-346 c,3210,9.64 Earths,2014,15.261
Kepler-347 b,4237,4.54 Earths,2014,14.567
Kepler-347 c,4237,3.71 Earths,2014,14.567
Kepler-347 d,4237,9.48 Earths,2023,14.567
Kepler-348 b,1862,2.92 Earths,2014,12.676
Kepler-348 c,1862,2.33 Earths,2014,12.676
Kepler-349 b,3069,0.297 Jupiters,2014,14.915
Kepler-349 c,3069,4.5 Earths,2014,14.915
Kepler-34 b,5874,0.22 Jupiters,2011,15.087
Kepler-350 b,3121,4.08 Earths,2014,13.965
Kepler-350 c,3121,6.1 Earths,2013,13.965
Kepler-350 d,3121,14.9 Earths,2013,13.965
Kepler-351 b,3536,4.8 Earths,2014,16.229
Kepler-351 c,3536,11.1 Earths,2014,16.229
Kepler-351 d,3536,7.85 Earths,2016,16.229
Kepler-352 b,824,0.566 Earths,2014,13.142
Kepler-352 c,824,2.07 Earths,2014,13.142
Kepler-352 d,824,0.449 Earths,2021,13.142
Kepler-353 b,1255,0.64 Earths,2014,16.126
Kepler-353 c,1255,2.48 Earths,2014,16.126
Kepler-354 b,1807,4.04 Earths,2014,15.771
Kepler-354 c,1807,2.27 Earths,2014,15.771
Kepler-354 d,1807,2.07 Earths,2014,15.771
Kepler-355 b,4672,2.73 Earths,2014,15.242
Kepler-355 c,4672,7.8 Earths,2014,15.242
Kepler-356 b,2308,3.09 Earths,2014,13.058
Kepler-356 c,2308,3.93 Earths,2014,13.058
Kepler-357 b,2246,4.04 Earths,2014,15.735
Kepler-357 c,2246,7.61 Earths,2014,15.735
Kepler-357 d,2246,11.6 Earths,2014,15.735
Kepler-358 b,3592,7.85 Earths,2014,15.516
Kepler-358 c,3592,8.5 Earths,2014,15.516
Kepler-359 b,4708,12.2 Earths,2014,15.805
Kepler-359 c,4708,2.9 Earths,2014,15.805
Kepler-359 d,4708,2.7 Earths,2014,15.805
Kepler-35 b,5934,0.127 Jupiters,2011,15.863
Kepler-360 b,2858,3.36 Earths,2014,15.011
Kepler-360 c,2858,5.06 Earths,2014,15.011
Kepler-361 b,3035,2.7 Earths,2014,13.635
Kepler-361 c,3035,6.9 Earths,2014,13.635
Kepler-362 b,3557,0.615 Earths,2014,14.608
Kepler-362 c,3557,2.7 Earths,2014,14.608
Kepler-363 b,2488,1.65 Earths,2014,13.472
Kepler-363 c,2488,0.209 Jupiters,2014,13.472
Kepler-363 d,2488,4.86 Earths,2014,13.472
Kepler-364 b,2908,3.02 Earths,2014,13.754
Kepler-364 c,2908,5.27 Earths,2014,13.754
Kepler-365 b,3389,4.82 Earths,2014,14.771
Kepler-365 c,3389,3.33 Earths,2014,14.771
Kepler-366 b,6055,2.73 Earths,2014,14.952
Kepler-366 c,6055,3.86 Earths,2014,14.952
Kepler-367 b,613,2.24 Earths,2014,13.193
Kepler-367 c,613,1.87 Earths,2014,13.193
Kepler-368 b,2515,10.7 Earths,2014,12.946
Kepler-368 c,2515,14.3 Earths,2014,12.946
Kepler-369 b,698,1.51 Earths,2014,16.429
Kepler-369 c,698,2.57 Earths,2014,16.429
Kepler-36 b,1722,3.83 Earths,2012,11.941
Kepler-36 c,1722,7.13 Earths,2012,11.941
Kepler-370 b,3810,3.15 Earths,2014,15.467
Kepler-370 c,3810,4.31 Earths,2014,15.467
Kepler-371 b,2653,4.23 Earths,2014,13.997
Kepler-371 c,2653,3.82 Earths,2014,13.997
Kepler-372 b,4873,2.42 Earths,2014,14.928
Kepler-372 c,4873,5.02 Earths,2014,14.928
Kepler-372 d,4873,3.5 Earths,2014,14.928
Kepler-373 b,3557,2.42 Earths,2014,14.596
Kepler-373 c,3557,2.07 Earths,2014,14.596
Kepler-374 b,4128,1.08 Earths,2014,14.701
Kepler-374 c,4128,1.37 Earths,2014,14.701
Kepler-374 d,4128,2.27 Earths,2014,14.701
Kepler-375 b,4041,2.7 Earths,2014,15.643
Kepler-375 c,4041,7.51 Earths,2014,15.643
Kepler-376 b,3011,1.24 Earths,2014,13.86
Kepler-376 c,3011,3.86 Earths,2014,13.86
Kepler-377 b,2687,2.51 Earths,2014,14.081
Kepler-377 c,2687,4.9 Earths,2014,14.081
Kepler-378 b,496,0.347 Earths,2014,12.619
Kepler-378 c,496,0.271 Earths,2014,12.619
Kepler-379 b,2385,3.39 Earths,2014,13.475
Kepler-379 c,2385,5.86 Earths,2014,13.475
Kepler-37 b,209,0.79 Earths,2013,9.770001
Kepler-37 c,209,1.3 Earths,2013,9.770001
Kepler-37 d,209,2 Earths,2013,9.770001
Kepler-37 e,209,0.0275 Earths,2014,9.770001
Kepler-380 b,2654,1.81 Earths,2014,13.74
Kepler-380 c,2654,2.15 Earths,2014,13.74
Kepler-381 b,872,0.937 Earths,2014,10.47
Kepler-381 c,872,1.46 Earths,2014,10.47
Kepler-381 d,872,1.23 Earths,2021,10.47
Kepler-382 b,3051,2.3 Earths,2014,14.907
Kepler-382 c,3051,3.15 Earths,2014,14.907
Kepler-383 b,1533,2.3 Earths,2014,15.473
Kepler-383 c,1533,2.07 Earths,2014,15.473
Kepler-384 b,2922,1.46 Earths,2014,13.734
Kepler-384 c,2922,1.51 Earths,2014,13.734
Kepler-385 b,4673,12.8 Earths,2014,15.76
Kepler-385 c,4673,13.2 Earths,2014,15.76
Kepler-385 d,4673,7.36 Earths,2020,15.76
Kepler-386 b,2879,2.51 Earths,2014,15.949
Kepler-386 c,2879,3.12 Earths,2014,15.949
Kepler-387 b,2613,1.08 Earths,2014,14.129
Kepler-387 c,2613,0.64 Earths,2014,14.129
Kepler-388 b,1386,0.457 Earths,2014,15.218
Kepler-388 c,1386,0.566 Earths,2014,15.218
Kepler-389 b,2664,2.89 Earths,2014,15.769
Kepler-389 c,2664,2.73 Earths,2014,15.769
Kepler-38 b,3832,0.384 Jupiters,2012,14.015
Kepler-390 b,1420,0.477 Earths,2014,14.231
Kepler-390 c,1420,0.418 Earths,2014,14.231
Kepler-391 b,2835,10.3 Earths,2014,13.177
Kepler-391 c,2835,12.3 Earths,2014,13.177
Kepler-392 b,2223,0.972 Earths,2014,13.528
Kepler-392 c,2223,1.37 Earths,2014,13.528
Kepler-393 b,2875,2.21 Earths,2014,13.258
Kepler-393 c,2875,2.33 Earths,2014,13.258
Kepler-394 b,3454,3.19 Earths,2014,14.948
Kepler-394 c,3454,3.39 Earths,2014,14.948
Kepler-394 d,3454,2.86 Earths,2021,14.948
Kepler-395 b,1375,1.08 Earths,2014,16.5919
Kepler-395 c,1375,2.3 Earths,2014,16.5919
Kepler-396 b,730,0.238 Jupiters,2013,12.259
Kepler-396 c,730,17.9 Earths,2013,12.259
Kepler-397 b,3161,6.62 Earths,2014,16.357
Kepler-397 c,3161,31.6 Earths,2014,16.357
Kepler-398 b,579,0.749 Earths,2014,13.499
Kepler-398 c,579,1.01 Earths,2014,13.499
Kepler-398 d,579,0.615 Earths,2016,13.499
Kepler-399 b,2416,0.84 Earths,2014,14.686
Kepler-399 c,2416,2.63 Earths,2014,14.686
Kepler-399 d,2416,4.23 Earths,2014,14.686
Kepler-39 b,3449,20.1 Jupiters,2011,14.355
Kepler-400 b,2760,3.36 Earths,2014,13.762
Kepler-400 c,2760,2.83 Earths,2014,13.762
Kepler-401 b,3150,3.57 Earths,2014,13.366
Kepler-401 c,3150,5.27 Earths,2014,13.366
Kepler-401 d,3150,5.77 Earths,2016,13.366
Kepler-402 b,2040,1.98 Earths,2014,13.27
Kepler-402 c,2040,3.05 Earths,2014,13.27
Kepler-402 d,2040,2.48 Earths,2014,13.27
Kepler-402 e,2040,2.73 Earths,2014,13.27
Kepler-403 b,2741,2.1 Earths,2014,12.818
Kepler-403 c,2741,3.71 Earths,2014,12.818
Kepler-403 d,2741,2.6 Earths,2016,12.818
Kepler-404 b,2650,2.15 Earths,2014,15.479
Kepler-404 c,2650,3.61 Earths,2014,15.479
Kepler-405 b,3474,4.98 Earths,2014,16.181
Kepler-405 c,3474,19.6 Earths,2014,16.181
Kepler-406 b,1187,6.35 Earths,2014,12.603
Kepler-406 c,1187,2.71 Earths,2014,12.603
Kepler-407 b,1104,3.2 Earths,2014,12.603
Kepler-407 c,1104,12.6 Jupiters,2014,12.603
Kepler-408 b,290,5 Earths,2014,8.834
Kepler-409 b,222,6 Earths,2014,9.636
Kepler-40 b,7519,2.2 Jupiters,2010,14.657
Kepler-410 A b,481,8.44 Earths,2013,9.495
Kepler-411 b,501,25.6 Earths,2013,12.448
Kepler-411 c,501,26.4 Earths,2016,12.448
Kepler-411 d,501,15.2 Earths,2018,12.448
Kepler-411 e,501,10.8 Earths,2018,12.448
Kepler-412 b,3543,0.941 Jupiters,2014,14.399
Kepler-413 b,2765,0.211 Jupiters,2014,15.885
Kepler-414 b,1349,3.5 Earths,2014,13.378
Kepler-414 c,1349,29.9 Earths,2014,13.378
Kepler-415 b,1730,0.377 Jupiters,2014,16.142
Kepler-415 c,1730,4.7 Earths,2014,16.142
Kepler-416 b,2253,0.183 Jupiters,2014,14.166
Kepler-416 c,2253,6.57 Earths,2014,14.166
Kepler-416 d,2253,3.22 Earths,2023,14.166
Kepler-417 b,3177,11 Earths,2014,15.864
Kepler-417 c,3177,7.7 Earths,2014,15.864
Kepler-418 b,3270,1.1 Jupiters,2014,14.824
Kepler-418 c,3270,23.7 Earths,2021,14.824
